student_id,name,age,gender,is_smoker,weekday_sleep_time,weekday_wake_time,weekend_sleep_time,weekend_wake_time,goes_home_on_weekend,late_night_return_frequency,drinking_frequency,noise_sensitivity,call_frequency,snores,prefers_same_major,major_name,cleaning_frequency,personality_extroversion,weight_lifestyle_rhythm,weight_noise,weight_major,weight_cleaning,weight_age,weight_personality,is_matched,matched_room_id,created_at,updated_at
17000017,박지안,26,female,False,02,10,,,True,3,1,3,2,0,False,자유전공학부,7,1,71,100,24,84,45,63,False,,,
21000030,구수아,23,female,True,00,10,01,07,False,7,1,1,6,1,False,국어국문학과,3,0,92,61,68,73,57,45,False,,,
23000018,오지훈,24,male,False,02,07,,,True,3,2,4,6,1,False,역사학과,1,0,2,19,97,28,49,27,False,,,
18000022,류유나,20,female,False,00,10,,,True,6,4,5,5,0,False,역사학과,2,0,20,6,94,77,95,92,False,,,
17000018,강은우,24,male,True,02,10,00,09,False,3,5,1,2,0,False,역사학과,4,1,28,23,9,80,20,31,False,,,
20000023,김건우,20,male,True,23,07,22,10,False,4,2,2,5,1,True,자유전공학부,6,0,28,23,80,30,51,44,False,,,
22000031,김다은,26,female,True,23,06,00,08,False,0,4,4,1,0,False,국어국문학과,6,1,76,60,79,17,35,76,False,,,
25000025,김은서,23,female,False,03,11,22,06,False,0,1,2,3,0,True,교육학과,7,0,81,54,96,45,99,52,False,,,
25000026,오민서,26,female,False,23,06,03,11,False,6,5,4,4,1,True,자유전공학부,2,1,35,78,64,25,12,81,False,,,
25000027,이민서,25,female,False,22,06,01,08,False,7,5,3,6,0,False,국어국문학과,3,1,40,97,63,6,71,46,False,,,
21000031,나승민,23,male,True,22,06,22,07,False,4,1,1,2,0,False,국제학부 중국통상학전공,7,1,80,7,96,10,65,10,False,,,
17000019,김도윤,27,male,False,03,09,01,06,False,1,7,2,2,1,False,자유전공학부,4,1,4,16,58,94,87,39,False,,,
24000023,이유나,22,female,False,23,11,23,11,False,2,1,3,7,1,False,국제학부 중국통상학전공,5,1,25,68,4,58,94,61,False,,,
21000032,손예린,21,female,False,01,10,03,09,False,7,5,4,3,0,False,역사학과,3,1,89,80,24,10,41,32,False,,,
17000020,최지안,20,female,False,22,06,00,06,False,4,1,2,7,1,True,국어국문학과,3,1,8,79,0,59,0,2,False,,,
18000023,김시우,20,male,True,22,11,,,True,2,1,4,4,1,True,국제학부 일어일문학전공,4,1,91,4,83,88,47,40,False,,,
22000032,진서윤,23,female,False,23,06,22,08,False,7,0,4,7,0,False,역사학과,7,0,98,36,84,99,47,91,False,,,
25000028,김도윤,25,male,True,00,07,23,11,False,5,2,1,4,0,True,국어국문학과,3,1,26,93,42,75,37,52,False,,,
24000024,오예린,27,female,False,00,11,22,10,False,5,4,4,6,1,False,국제학부 일어일문학전공,1,0,94,43,79,96,33,62,False,,,
22000033,노시윤,20,male,False,22,10,,,True,6,0,1,2,1,True,국제학부 일어일문학전공,6,0,79,87,25,49,19,71,False,,,
21000033,김지민,27,female,True,02,07,02,11,False,1,6,4,7,0,True,자유전공학부,5,0,80,60,22,79,94,85,False,,,
21000034,송현우,25,male,True,01,08,00,10,False,5,1,4,5,1,True,자유전공학부,3,0,33,92,27,25,85,61,False,,,
21000035,서민서,27,female,False,00,08,02,09,False,2,0,2,4,1,True,국제학부 영어데이터융합전공,2,0,13,41,95,27,61,13,False,,,
25000029,김은서,28,female,True,00,09,00,09,False,7,6,3,7,1,False,국제학부 영어데이터융합전공,6,0,85,33,59,73,63,96,False,,,
18000024,김유나,21,female,False,03,07,,,True,7,1,1,3,1,False,국제학부 일어일문학전공,7,1,97,3,22,30,2,83,False,,,
19000025,이민준,26,male,True,22,06,,,True,2,0,3,4,0,True,역사학과,7,1,2,16,94,62,9,78,False,,,
23000019,김지우,25,female,True,01,08,00,08,False,0,7,1,7,1,True,역사학과,5,0,38,93,84,52,80,34,False,,,
20000024,류민서,26,female,False,01,08,00,08,False,7,2,5,6,0,True,자유전공학부,5,0,27,42,65,76,49,72,False,,,
19000026,오시윤,26,male,False,23,07,,,True,4,5,3,6,0,False,국제학부 영어데이터융합전공,6,1,37,59,56,35,4,43,False,,,
24000025,이준우,25,male,False,02,11,22,10,False,0,0,1,7,0,False,국제학부 영어데이터융합전공,4,0,43,15,96,65,100,60,False,,,
20000025,한민준,26,male,True,22,09,01,09,False,2,6,2,2,1,True,국제학부 일어일문학전공,6,1,9,2,6,98,62,48,False,,,
25000030,권유준,21,male,False,23,07,02,10,False,6,6,3,5,1,False,국제학부 일어일문학전공,3,1,43,84,35,75,42,14,False,,,
25000031,박지훈,28,male,True,02,11,23,07,False,4,7,4,1,0,False,국제학부 일어일문학전공,3,1,3,70,60,99,91,77,False,,,
22000034,박은서,25,female,True,00,09,,,True,7,7,4,6,0,False,국어국문학과,4,0,16,2,69,45,39,86,False,,,
21000036,윤서윤,22,female,False,00,11,,,True,3,1,3,7,0,True,국제학부 일어일문학전공,5,1,25,78,45,84,22,69,False,,,
21000037,이시우,25,male,False,00,06,,,True,7,3,2,4,0,False,교육학과,5,0,82,42,57,76,6,17,False,,,
19000027,이서연,28,female,True,00,11,,,True,3,3,1,4,1,True,교육학과,6,0,20,38,6,56,97,20,False,,,
25000032,고지민,23,female,True,23,10,01,10,False,7,1,5,2,1,True,국제학부 중국통상학전공,6,0,20,29,20,96,8,4,False,,,
20000026,이유준,28,male,True,02,10,00,11,False,4,6,5,6,0,True,역사학과,6,0,22,74,47,61,80,57,False,,,
21000038,김서연,28,female,False,00,06,02,06,False,6,5,5,3,0,False,국제학부 중국통상학전공,4,1,36,23,17,81,88,16,False,,,
23000020,황은우,20,male,False,00,06,23,07,False,0,2,4,1,1,True,역사학과,1,1,54,18,63,57,18,100,False,,,
21000039,김지우,20,female,True,02,06,01,08,False,4,1,3,6,1,True,국제학부 영어데이터융합전공,2,1,31,27,83,77,22,44,False,,,
19000028,이민서,27,female,False,22,06,,,True,5,5,3,6,1,True,국제학부 일어일문학전공,1,0,70,12,71,99,43,65,False,,,
24000026,김서윤,25,female,True,22,08,03,06,False,4,3,5,5,1,False,국제학부 영어데이터융합전공,7,0,82,56,74,30,3,1,False,,,
23000021,한서연,25,female,False,22,06,00,09,False,4,2,3,1,1,True,국제학부 중국통상학전공,5,0,8,30,90,90,29,71,False,,,
23000022,유민수,21,male,False,03,10,03,08,False,2,3,4,4,0,False,국제학부 영어데이터융합전공,6,1,64,76,79,81,89,70,False,,,
25000033,김지민,22,female,False,23,07,00,11,False,6,0,2,3,1,True,자유전공학부,5,0,65,91,36,23,7,16,False,,,
19000029,류서윤,24,female,False,01,06,00,06,False,4,6,5,2,0,True,역사학과,1,0,93,98,27,90,61,86,False,,,
21000040,권지우,26,female,False,01,08,01,07,False,3,0,5,7,1,False,자유전공학부,5,0,57,52,92,55,6,45,False,,,
17000021,한지안,28,female,False,01,06,03,09,False,6,7,4,2,1,False,국제학부 일어일문학전공,1,0,24,62,82,24,37,17,False,,,
17000022,오지민,23,female,True,02,06,,,True,1,5,3,3,0,False,국어국문학과,2,1,27,38,24,66,40,89,False,,,
20000027,최현우,26,male,False,03,08,00,06,False,6,5,2,7,0,True,국제학부 일어일문학전공,5,1,91,23,64,62,89,8,False,,,
18000025,김유나,23,female,False,02,09,,,True,5,2,4,1,1,False,국제학부 영어데이터융합전공,1,1,12,100,86,16,69,94,False,,,
22000035,황소윤,26,female,False,03,10,,,True,2,6,1,6,1,False,국제학부 중국통상학전공,5,0,23,30,92,12,87,28,False,,,
17000023,차지민,26,female,False,02,06,01,10,False,2,1,4,5,1,False,국제학부 일어일문학전공,1,0,99,1,95,63,58,23,False,,,
21000041,박유나,27,female,True,22,10,,,True,6,0,4,5,1,False,국제학부 일어일문학전공,1,0,83,64,78,15,2,59,False,,,
21000042,김시우,20,male,True,22,09,,,True,1,5,4,3,0,True,국제학부 중국통상학전공,1,1,30,3,39,75,4,12,False,,,
22000036,박소윤,24,female,True,23,09,01,06,False,2,1,1,6,1,False,자유전공학부,7,1,83,96,73,63,49,33,False,,,
17000024,박현우,21,male,False,03,06,01,07,False,0,0,4,7,1,True,국제학부 영어데이터융합전공,1,0,94,50,50,44,55,20,False,,,
17000025,김민수,23,male,False,03,11,,,True,1,2,4,3,0,True,교육학과,3,0,28,23,66,43,38,52,False,,,
20000028,김채원,25,female,False,02,10,02,07,False,3,1,1,4,1,False,국제학부 영어데이터융합전공,3,0,38,62,99,18,70,64,False,,,
23000023,이채원,25,female,False,00,10,,,True,3,0,1,4,1,False,국어국문학과,2,1,55,60,47,68,15,41,False,,,
21000043,김서윤,22,female,False,00,08,00,06,False,4,5,1,5,1,True,국어국문학과,7,1,95,68,4,25,18,58,False,,,
24000027,안예은,22,female,False,00,06,03,06,False,6,4,5,5,0,True,자유전공학부,2,1,98,42,73,25,35,18,False,,,
21000044,최준우,25,male,False,23,11,,,True,2,5,1,5,1,False,국제학부 영어데이터융합전공,2,1,77,28,23,58,95,64,False,,,
19000030,류시윤,23,male,False,01,08,23,09,False,0,0,1,4,1,True,교육학과,6,1,98,54,54,19,11,99,False,,,
20000029,신시윤,25,male,False,02,11,01,09,False,4,2,1,7,1,False,국어국문학과,2,1,57,36,77,78,5,15,False,,,
23000024,박지민,21,female,False,23,10,,,True,7,7,2,6,1,False,국어국문학과,5,0,9,87,46,10,61,70,False,,,
20000030,안유나,27,female,True,00,07,23,07,False,0,1,1,3,0,True,국제학부 영어데이터융합전공,1,1,18,5,75,5,63,64,False,,,
21000045,장은서,21,female,False,03,09,03,11,False,6,7,3,6,1,False,국제학부 중국통상학전공,1,0,48,95,85,0,84,91,False,,,
23000025,김민수,25,male,False,23,11,,,True,5,4,3,4,0,True,국제학부 중국통상학전공,5,1,48,61,90,57,1,97,False,,,
19000031,고지안,22,female,False,22,06,22,08,False,0,2,3,3,0,False,국어국문학과,5,0,32,47,79,58,18,40,False,,,
20000031,고서준,24,male,True,01,08,00,07,False,6,7,3,4,1,True,역사학과,2,1,43,79,50,82,21,1,False,,,
20000032,김은서,22,female,False,23,07,,,True,6,7,3,4,0,False,국제학부 영어데이터융합전공,3,1,60,71,6,70,40,27,False,,,
21000046,김민수,26,male,True,22,09,02,09,False,7,5,5,7,0,True,교육학과,2,1,16,80,51,87,46,23,False,,,
25000034,이지훈,22,male,True,01,11,,,True,5,4,1,5,1,False,자유전공학부,7,1,8,60,58,61,32,10,False,,,
22000037,배다은,22,female,False,03,09,00,09,False,5,3,3,4,0,True,국제학부 영어데이터융합전공,2,1,86,96,13,81,37,99,False,,,
25000035,손서준,27,male,False,02,10,,,True,4,6,2,5,1,True,역사학과,5,0,51,52,95,63,89,3,False,,,
19000032,문재윤,20,male,False,23,06,02,11,False,4,1,4,4,1,False,자유전공학부,1,1,33,0,61,20,73,99,False,,,
22000038,이승현,20,male,False,22,09,,,True,4,1,2,4,0,True,국제학부 중국통상학전공,7,0,47,24,19,41,12,50,False,,,
22000039,김유준,21,male,True,01,11,,,True,2,3,4,7,0,False,국제학부 중국통상학전공,1,0,42,81,82,80,61,33,False,,,
23000026,윤준우,26,male,False,02,07,22,08,False,5,0,2,6,0,False,역사학과,1,1,44,76,0,99,41,10,False,,,
25000036,윤예은,26,female,False,01,09,02,09,False,0,6,5,3,1,True,국제학부 중국통상학전공,1,0,71,95,36,88,58,92,False,,,
18000026,김나연,24,female,False,01,09,,,True,2,3,2,6,0,True,국제학부 중국통상학전공,2,0,53,24,57,72,93,96,False,,,
18000027,황도윤,21,male,False,01,06,22,11,False,4,4,4,1,0,True,국제학부 일어일문학전공,2,0,44,50,2,12,79,0,False,,,
19000033,강지안,27,female,False,02,07,03,06,False,0,1,4,1,0,True,국제학부 영어데이터융합전공,5,1,24,52,12,33,85,2,False,,,
23000027,김시우,20,male,True,02,10,03,09,False,4,4,1,6,0,False,교육학과,6,1,3,9,29,78,52,47,False,,,
24000028,최시우,21,male,False,23,06,02,09,False,5,1,2,1,0,True,자유전공학부,4,1,27,34,86,56,59,30,False,,,
18000028,류승민,21,male,True,22,11,,,True,3,2,1,3,0,True,국어국문학과,1,0,21,91,50,76,23,90,False,,,
24000029,이지후,23,male,True,03,11,,,True,1,6,2,5,1,False,자유전공학부,6,0,64,33,99,18,44,13,False,,,
17000026,황민수,24,male,False,23,06,,,True,7,5,2,3,1,True,교육학과,2,1,96,45,77,59,63,95,False,,,
18000029,박지훈,23,male,True,03,06,02,10,False,3,1,1,5,0,False,국제학부 중국통상학전공,1,1,9,13,94,77,26,81,False,,,
23000028,한민서,21,female,False,03,08,22,06,False,6,7,3,6,1,True,역사학과,7,0,25,38,79,30,47,100,False,,,
21000047,이다은,20,female,False,01,10,,,True,0,6,5,7,1,True,국제학부 영어데이터융합전공,1,0,45,70,51,73,68,78,False,,,
21000048,김대현,26,male,True,02,09,,,True,6,0,3,7,0,True,역사학과,4,1,31,26,30,35,80,3,False,,,
18000030,최소윤,24,female,True,22,10,01,11,False,1,1,1,7,1,True,교육학과,5,0,75,52,77,0,57,26,False,,,
19000034,조예준,25,male,False,22,08,23,06,False,3,2,2,6,1,True,국제학부 중국통상학전공,7,0,38,13,7,89,37,5,False,,,
18000031,김서연,24,female,False,01,08,23,07,False,6,7,4,5,0,False,국어국문학과,3,0,61,75,73,83,48,87,False,,,
17000027,손민준,28,male,True,02,09,01,10,False,2,7,4,4,1,True,국어국문학과,2,1,22,54,52,0,34,80,False,,,
23000029,이수아,21,female,False,01,09,03,07,False,3,2,2,6,1,False,국제학부 일어일문학전공,3,0,61,32,79,27,4,36,False,,,
20000033,이준우,20,male,False,00,06,01,10,False,2,1,5,5,1,False,자유전공학부,4,1,54,37,45,73,92,18,False,,,
19000035,강예린,22,female,False,01,10,01,10,False,0,2,5,5,0,False,자유전공학부,2,1,74,23,38,9,20,100,False,,,
25000037,김다은,23,female,False,23,08,23,11,False,4,4,3,2,0,True,국어국문학과,5,1,37,83,39,36,23,10,False,,,
17000028,이예은,24,female,False,01,11,00,10,False,0,2,4,2,0,True,국제학부 중국통상학전공,4,1,84,80,84,92,64,58,False,,,
23000030,이시윤,22,male,True,03,10,,,True,5,2,2,4,0,False,국제학부 일어일문학전공,3,0,62,68,14,9,72,37,False,,,
22000040,이하준,28,male,False,02,11,03,10,False,4,5,2,2,1,True,국제학부 중국통상학전공,7,0,34,74,42,78,59,32,False,,,
23000031,장서연,22,female,False,23,11,22,09,False,4,2,5,5,1,True,국어국문학과,1,0,2,42,68,11,97,32,False,,,
25000038,김하준,24,male,False,03,06,,,True,7,0,3,7,0,False,국제학부 영어데이터융합전공,2,1,53,18,61,48,44,84,False,,,
22000041,최도윤,20,male,False,00,07,23,08,False,5,6,3,4,0,True,국제학부 일어일문학전공,1,1,78,93,65,81,91,37,False,,,
22000042,이시윤,23,male,False,03,09,03,11,False,0,5,5,2,1,False,국제학부 영어데이터융합전공,3,0,62,99,6,17,16,5,False,,,
22000043,오지민,25,female,False,22,07,,,True,6,2,1,2,1,False,자유전공학부,4,0,39,83,9,59,21,66,False,,,
25000039,최다은,27,female,False,01,08,02,07,False,7,7,4,5,1,True,국제학부 중국통상학전공,2,1,43,44,84,21,38,24,False,,,
23000032,김시윤,21,male,True,22,10,01,08,False,1,1,1,7,1,True,국제학부 영어데이터융합전공,7,0,96,90,3,10,51,77,False,,,
20000034,김지민,23,female,True,01,11,01,11,False,0,3,1,2,1,True,자유전공학부,3,1,73,96,23,88,1,66,False,,,
24000030,이현우,28,male,False,00,08,22,08,False,3,5,1,6,0,False,국제학부 일어일문학전공,7,0,38,75,84,62,17,99,False,,,
25000040,진하준,23,male,False,23,10,02,09,False,0,4,4,1,0,True,국제학부 일어일문학전공,3,0,36,44,74,95,96,87,False,,,
18000032,홍건우,23,male,False,23,09,23,06,False,5,0,4,7,1,True,자유전공학부,2,1,88,67,85,92,3,81,False,,,
18000033,김지민,24,female,False,01,10,01,08,False,2,2,2,7,1,True,국제학부 일어일문학전공,4,1,22,72,43,70,45,98,False,,,
18000034,권하준,24,male,False,03,06,02,09,False,1,7,2,4,1,False,국제학부 영어데이터융합전공,5,0,56,60,20,32,88,7,False,,,
23000033,김지우,21,female,False,00,06,03,06,False,1,2,1,4,0,False,역사학과,7,0,6,38,57,71,53,68,False,,,
20000035,박지훈,21,male,False,01,08,,,True,3,3,2,1,1,True,교육학과,5,1,11,68,70,58,74,60,False,,,
20000036,김서준,24,male,False,01,09,22,11,False,7,7,1,6,1,False,교육학과,5,1,12,76,99,93,50,98,False,,,
21000049,배예린,20,female,True,00,08,,,True,5,6,4,3,1,True,역사학과,3,1,6,27,0,21,95,58,False,,,
17000029,손예준,27,male,False,00,07,,,True,5,1,1,6,1,True,교육학과,2,0,99,18,12,29,75,24,False,,,
22000044,이현우,24,male,False,03,08,,,True,0,6,1,6,0,True,역사학과,2,1,50,49,19,53,61,7,False,,,
22000045,이소윤,27,female,False,00,08,,,True,5,7,1,2,1,True,국제학부 일어일문학전공,2,1,57,20,86,41,52,75,False,,,
21000050,이시우,21,male,True,01,06,01,09,False,0,2,3,6,0,False,국제학부 일어일문학전공,1,1,41,25,52,80,31,71,False,,,
24000031,최다은,26,female,False,22,06,,,True,7,5,4,4,0,False,국어국문학과,1,1,44,4,51,39,71,19,False,,,
17000030,정다은,22,female,False,23,11,01,11,False,0,0,2,6,1,True,국제학부 중국통상학전공,5,1,6,51,0,20,95,100,False,,,
18000035,이지후,26,male,False,03,06,01,08,False,1,2,2,1,0,True,국제학부 중국통상학전공,2,1,44,27,45,63,70,77,False,,,
20000037,오소윤,24,female,False,01,07,22,08,False,2,5,2,6,0,True,국제학부 일어일문학전공,7,0,78,20,42,89,69,96,False,,,
18000036,이도윤,27,male,False,01,06,23,07,False,7,3,4,4,0,True,국어국문학과,2,1,94,68,92,25,75,22,False,,,
20000038,신은우,25,male,True,02,08,01,08,False,4,3,1,3,1,False,국제학부 영어데이터융합전공,4,0,1,8,28,35,26,56,False,,,
24000032,김채원,22,female,True,03,09,03,09,False,3,2,5,6,0,True,역사학과,5,1,37,15,42,45,15,70,False,,,
23000034,김은우,23,male,False,22,10,23,08,False,2,6,3,4,1,True,국제학부 영어데이터융합전공,2,0,39,80,60,90,17,48,False,,,
24000033,박서연,22,female,False,02,11,01,09,False,1,4,2,6,1,False,국제학부 영어데이터융합전공,4,0,89,51,85,7,35,85,False,,,
23000035,이지훈,24,male,False,02,07,,,True,4,6,5,1,0,False,자유전공학부,3,0,69,61,30,20,26,46,False,,,
25000041,황재윤,22,male,False,23,10,,,True,6,1,2,1,1,False,국제학부 영어데이터융합전공,2,0,6,17,80,18,66,92,False,,,
24000034,윤서윤,22,female,False,00,06,01,09,False,5,0,1,2,0,False,국어국문학과,1,0,5,41,31,27,78,59,False,,,
23000036,최지후,20,male,False,01,07,22,10,False,0,0,5,2,1,False,국제학부 영어데이터융합전공,6,1,45,59,75,3,37,100,False,,,
21000051,박은서,21,female,False,23,09,23,07,False,4,6,3,6,0,True,교육학과,6,1,42,45,16,55,9,58,False,,,
21000052,최나연,21,female,False,03,07,02,07,False,0,3,5,7,0,True,교육학과,7,0,61,74,72,92,48,92,False,,,
25000042,윤재윤,25,male,False,01,07,,,True,3,3,1,2,1,False,자유전공학부,6,0,78,14,39,9,67,64,False,,,
24000035,박다은,23,female,False,01,09,22,08,False,0,0,3,5,0,False,국제학부 영어데이터융합전공,5,1,68,12,6,40,41,15,False,,,
21000053,김지후,20,male,False,02,11,22,06,False,7,3,3,7,0,True,국제학부 일어일문학전공,3,1,35,49,75,87,89,47,False,,,
18000037,김유준,25,male,False,22,06,,,True,4,2,4,6,1,False,역사학과,5,0,34,1,57,75,79,47,False,,,
18000038,김예린,27,female,False,00,10,01,09,False,2,2,2,5,0,False,국제학부 중국통상학전공,5,1,47,67,46,63,7,86,False,,,
17000031,박지우,24,female,False,00,06,23,06,False,7,4,4,2,0,True,자유전공학부,7,1,56,18,97,48,53,4,False,,,
18000039,이지훈,25,male,False,02,09,00,10,False,3,1,2,7,0,True,국제학부 영어데이터융합전공,5,1,21,50,28,9,77,79,False,,,
22000046,박하윤,24,female,False,01,07,23,10,False,4,1,5,4,1,False,교육학과,3,0,2,81,100,19,100,59,False,,,
20000039,김예린,22,female,False,02,08,03,07,False,4,0,5,4,0,True,역사학과,3,0,74,73,19,73,37,33,False,,,
25000043,박채원,25,female,True,00,07,,,True,2,3,4,6,0,False,교육학과,2,0,41,54,9,86,8,90,False,,,
18000040,이서준,25,male,False,03,07,,,True,6,6,2,3,0,False,자유전공학부,1,1,49,66,94,65,44,6,False,,,
17000032,김시우,28,male,False,23,06,22,07,False,6,3,1,2,1,False,국어국문학과,6,1,63,86,72,14,30,80,False,,,
18000041,윤채원,24,female,False,22,06,01,07,False,5,1,1,2,1,True,역사학과,6,0,32,3,33,86,35,72,False,,,
23000037,김현우,22,male,False,00,07,,,True,1,6,3,1,1,False,국어국문학과,6,1,38,41,18,3,12,54,False,,,
23000038,배유나,26,female,True,03,08,02,08,False,3,7,4,4,0,False,자유전공학부,2,1,30,33,40,74,30,16,False,,,
22000047,이지후,26,male,False,02,10,03,08,False,1,6,5,2,0,False,국제학부 중국통상학전공,3,0,62,27,7,1,99,23,False,,,
21000054,송지후,26,male,True,00,10,23,06,False,7,4,3,5,0,True,국제학부 일어일문학전공,3,1,27,1,7,52,29,51,False,,,
18000042,김예준,25,male,False,22,11,02,08,False,2,7,4,3,0,False,국제학부 영어데이터융합전공,3,1,46,58,51,45,89,12,False,,,
23000039,박도윤,20,male,True,01,07,23,11,False,2,3,1,1,0,True,국제학부 일어일문학전공,3,0,25,88,0,41,74,61,False,,,
22000048,박지민,22,female,True,01,06,23,09,False,7,5,1,4,1,True,국제학부 일어일문학전공,5,1,11,6,50,28,76,2,False,,,
20000040,김민서,26,female,False,02,10,,,True,6,6,1,5,1,False,자유전공학부,3,1,71,19,33,34,11,73,False,,,
23000040,최채원,27,female,False,01,07,23,09,False,4,7,4,4,1,True,교육학과,2,0,66,92,44,40,22,17,False,,,
21000055,권민수,22,male,False,01,08,00,10,False,3,2,3,3,1,False,국제학부 중국통상학전공,1,0,59,90,70,90,61,1,False,,,
22000049,김나연,25,female,False,01,09,02,08,False,2,2,2,5,0,False,국제학부 영어데이터융합전공,4,1,81,94,4,74,76,36,False,,,
19000036,박민수,21,male,False,03,09,,,True,7,2,3,2,0,False,역사학과,5,0,25,26,84,92,66,8,False,,,
21000056,한하윤,27,female,True,22,08,01,10,False,6,3,1,6,1,False,국제학부 영어데이터융합전공,6,1,61,17,53,8,84,92,False,,,
23000041,최채원,23,female,True,22,10,23,09,False,3,6,2,5,0,False,자유전공학부,4,0,12,37,17,72,54,84,False,,,
21000057,권건우,20,male,False,03,08,,,True,3,6,5,4,0,True,국제학부 영어데이터융합전공,7,1,11,80,86,30,21,9,False,,,
21000058,홍수아,20,female,False,02,08,,,True,1,2,3,5,1,False,자유전공학부,2,0,98,1,46,69,58,56,False,,,
17000033,양예린,27,female,False,02,11,00,09,False,1,5,3,3,1,True,자유전공학부,3,1,41,61,4,60,32,55,False,,,
21000059,한지안,28,female,False,23,09,01,08,False,5,4,3,3,0,False,교육학과,5,0,2,19,1,87,90,58,False,,,
24000036,한재윤,20,male,True,00,10,22,07,False,4,1,1,7,1,True,국제학부 영어데이터융합전공,6,0,78,88,55,86,44,17,False,,,
17000034,하예준,28,male,False,22,10,,,True,4,2,2,3,0,True,국어국문학과,2,0,41,72,58,78,2,74,False,,,
21000060,배지훈,20,male,True,01,09,23,10,False,0,1,5,5,0,False,국제학부 중국통상학전공,7,1,31,16,32,32,90,0,False,,,
20000041,강채원,25,female,True,01,10,01,07,False,1,0,3,3,1,False,자유전공학부,6,0,38,37,57,88,54,100,False,,,
25000044,최예준,25,male,False,03,07,,,True,1,7,4,2,1,True,자유전공학부,7,0,37,29,54,85,7,15,False,,,
25000045,박민준,25,male,False,00,08,,,True,3,5,1,6,1,False,국제학부 일어일문학전공,7,1,58,21,81,63,45,43,False,,,
22000050,홍지훈,23,male,False,23,09,00,11,False,6,7,3,5,1,True,교육학과,4,0,12,59,89,54,39,53,False,,,
18000043,안하윤,21,female,False,02,09,22,07,False,7,7,2,2,1,False,역사학과,2,0,19,60,25,85,43,59,False,,,
18000044,송예린,25,female,False,00,10,,,True,1,0,3,4,1,False,국제학부 일어일문학전공,7,0,62,47,18,49,38,51,False,,,
20000042,서서윤,23,female,False,01,10,,,True,6,4,3,1,0,True,국제학부 영어데이터융합전공,5,0,62,40,23,5,59,46,False,,,
17000035,이은우,27,male,False,03,10,02,07,False,6,0,5,1,0,True,국제학부 영어데이터융합전공,7,1,62,31,83,4,6,84,False,,,
22000051,하서연,25,female,False,23,10,,,True,5,3,2,7,0,True,국어국문학과,6,0,15,79,97,56,2,50,False,,,
18000045,장서윤,20,female,False,03,07,00,09,False,2,5,5,5,0,True,국어국문학과,5,1,23,16,10,21,61,89,False,,,
24000037,최시윤,25,male,True,22,09,23,07,False,1,1,2,5,1,True,자유전공학부,4,0,65,4,45,30,1,27,False,,,
23000042,진현우,23,male,False,23,07,00,07,False,4,4,3,4,0,True,국제학부 일어일문학전공,1,1,73,84,96,77,13,79,False,,,
19000037,이승민,25,male,False,00,10,,,True,2,6,1,7,0,True,국어국문학과,5,1,58,97,93,84,24,74,False,,,
17000036,이재윤,23,male,True,03,08,,,True,2,0,1,4,1,False,국제학부 중국통상학전공,2,0,92,84,25,2,52,78,False,,,
18000046,장도윤,23,male,False,01,10,02,10,False,2,3,5,2,0,False,국제학부 영어데이터융합전공,7,0,77,90,97,91,39,15,False,,,
20000043,박서준,26,male,True,00,10,,,True,7,0,1,3,0,False,국제학부 일어일문학전공,4,0,29,92,5,53,32,50,False,,,
21000061,홍채원,24,female,False,01,11,01,09,False,0,0,5,7,0,True,역사학과,2,1,48,27,89,83,23,66,False,,,
22000052,권유준,20,male,False,01,07,01,11,False,0,1,5,6,0,False,자유전공학부,3,1,36,39,39,80,70,83,False,,,
18000047,김다은,26,female,True,00,09,22,09,False,1,1,5,1,1,True,국제학부 일어일문학전공,4,0,52,94,80,92,32,35,False,,,
24000038,전민수,20,male,False,02,08,,,True,5,1,1,1,0,True,자유전공학부,1,1,86,44,21,84,3,80,False,,,
25000046,최은서,23,female,True,00,07,00,09,False,3,2,1,3,0,False,국제학부 영어데이터융합전공,3,0,8,78,38,44,67,15,False,,,
18000048,오서준,20,male,True,03,06,,,True,1,1,4,3,0,True,자유전공학부,6,0,79,40,63,61,12,26,False,,,
19000038,김하준,22,male,False,00,11,02,10,False,6,7,3,5,1,False,교육학과,6,0,39,14,78,85,74,74,False,,,
17000037,박예린,20,female,True,02,10,,,True,1,3,1,1,0,True,역사학과,6,0,6,73,0,23,83,78,False,,,
18000049,박하윤,20,female,False,22,10,02,06,False,2,6,5,4,0,False,자유전공학부,7,0,16,32,35,98,96,5,False,,,
18000050,윤지민,20,female,True,22,10,,,True,5,7,1,7,0,False,국제학부 일어일문학전공,7,1,18,16,98,99,95,5,False,,,
19000039,강민수,26,male,False,02,11,00,07,False,7,6,1,4,1,False,자유전공학부,5,0,65,78,59,63,73,25,False,,,
23000043,주지우,22,female,False,01,08,01,06,False,4,6,1,1,0,True,국제학부 중국통상학전공,4,0,61,45,71,34,66,69,False,,,
25000047,권지후,26,male,False,00,11,01,11,False,0,4,1,2,0,False,국제학부 일어일문학전공,4,1,47,7,73,97,4,90,False,,,
19000040,김준우,25,male,True,23,10,03,09,False,2,2,3,2,0,False,국제학부 일어일문학전공,7,1,21,34,5,17,51,91,False,,,
25000048,서예준,27,male,False,03,10,,,True,5,7,5,6,0,True,역사학과,6,1,84,54,26,90,33,90,False,,,
21000062,송은우,20,male,False,23,09,03,07,False,4,2,2,7,0,False,국어국문학과,4,1,22,8,9,94,0,44,False,,,
